"";"q";"ncomp";"RMSE";"R2";"Q2";"R2-Q2"
"1";10;4;3,00708139589149;0,68862451363715;0,40274126159988;0,28588325203727
"2";10;4;2,98296874496135;0,714504623262436;0,359600921149204;0,354903702113232
"3";10;4;2,96053493332544;0,718907035995349;0,417162494855903;0,301744541139447
"4";10;9;3,18741574054151;0,867504325944703;0,331927117665828;0,535577208278875
"5";10;4;2,85701220113146;0,717947421094464;0,473988560840632;0,243958860253832
"6";10;4;2,88172037470389;0,715054773574644;0,416426914271168;0,298627859303476
"7";10;4;2,98811770364776;0,742448725336096;0,430273390412214;0,312175334923882
"8";10;7;2,955946176945;0,834650321468618;0,322569328129818;0,5120809933388
"9";10;4;2,88780535768156;0,662838096444051;0,469918566584498;0,192919529859553
"10";10;4;2,94668749313182;0,663540330580234;0,431080620902411;0,232459709677823
"11";10;4;3,1639671641214;0,748114295132067;0,382958601357188;0,365155693774879
"12";10;4;2,73411021391185;0,728485375118569;0,475629832141601;0,252855542976968
"13";10;5;2,94395306612767;0,75177445970226;0,39552538195262;0,356249077749639
"14";10;4;2,70354088745922;0,740553174555991;0,482674035001689;0,257879139554303
"15";10;4;2,82769686531379;0,693474249977407;0,420724048129966;0,272750201847441
"16";10;3;2,95054472369341;0,558704438507155;0,291916471118472;0,266787967388683
"17";10;4;3,08167042569981;0,698264318464926;0,355360958107823;0,342903360357103
"18";10;4;3,07004453029023;0,69899358221063;0,382885834264168;0,316107747946462
"19";10;4;2,82579926997925;0,749652665237402;0,409651046633322;0,34000161860408
"20";10;4;2,88293257440123;0,697142819975675;0,435057931752222;0,262084888223453
"21";10;4;2,78647543921246;0,762227611031743;0,397724614700015;0,364502996331728
"22";10;4;3,00985704751927;0,739864188200837;0,368931257291882;0,370932930908955
"23";10;4;2,80868911530718;0,716408026218376;0,421541755340423;0,294866270877953
"24";10;4;3,04541340705262;0,736914653258807;0,393510349974258;0,343404303284549
"25";10;3;3,11267033231363;0,622391743844443;0,331182147524647;0,291209596319796
"26";10;4;2,82765846826355;0,697942497543319;0,408524296100333;0,289418201442986
"27";10;4;3,06634330544933;0,724160963412233;0,406406697671515;0,317754265740718
"28";10;4;2,93475543886645;0,697461545226846;0,421908084623665;0,275553460603181
"29";10;4;2,77318043333451;0,713432196140065;0,47794865970271;0,235483536437355
"30";10;4;2,80462565997954;0,740311396875738;0,375305743729244;0,365005653146494
"31";10;4;2,98820484854764;0,717275753575505;0,323761348002378;0,393514405573127
"32";10;4;2,88117071583153;0,689567272024705;0,372061617390766;0,317505654633939
"33";10;4;2,84062425096632;0,722018963400878;0,432505181688441;0,289513781712437
"34";10;4;2,74951953138767;0,711394063996234;0,451141112803781;0,260252951192452
"35";10;4;2,97092754102015;0,740120779321671;0,39964473840643;0,340476040915241
"36";10;4;2,67450277645528;0,711340228554489;0,45352004804379;0,257820180510699
"37";10;4;2,71271963237017;0,730266852939489;0,477366663650122;0,252900189289367
"38";10;4;2,73355673482922;0,731464822634393;0,442344229481236;0,289120593153157
"39";10;3;3,29401771958239;0,644572071785961;0,311350468410722;0,333221603375239
"40";10;4;2,8933644340433;0,723997676009025;0,431500837192718;0,292496838816307
"41";10;3;2,8645864150438;0,661000418498819;0,405496269969272;0,255504148529548
"42";10;4;2,93773179765136;0,69243274591034;0,455655532316884;0,236777213593456
"43";10;3;3,03882480705724;0,552699314832186;0,362228657517348;0,190470657314838
"44";10;4;2,90738743798109;0,716984807394397;0,433433563063484;0,283551244330913
"45";10;3;3,10766171806381;0,612582207562801;0,387911679889213;0,224670527673588
"46";10;4;2,76730451252757;0,673068031600819;0,445412505056382;0,227655526544437
"47";10;5;3,01132080901217;0,741046683522517;0,372666517387276;0,368380166135241
"48";10;4;2,8212404633758;0,660877431010046;0,37875055937648;0,282126871633566
"49";10;4;3,04563832722162;0,745515028131312;0,387668043541294;0,357846984590018
"50";10;3;2,87748338687273;0,54795493831973;0,36225974343976;0,18569519487997
"51";10;4;2,75355592553782;0,72936806594545;0,500310392033027;0,229057673912423
"52";10;3;3,24129429454156;0,580940801162363;0,331829893346706;0,249110907815657
"53";10;4;2,66945646535965;0,725640975028558;0,487702095744163;0,237938879284394
"54";10;4;2,95126701429612;0,66574661250216;0,421555337645916;0,244191274856244
"55";10;4;2,8295743533958;0,705628746848504;0,44252631700042;0,263102429848084
"56";10;4;2,94476390789876;0,715538576313768;0,413942480809891;0,301596095503878
"57";10;3;3,19780275067554;0,619279770614922;0,305973936563188;0,313305834051733
"58";10;4;2,89039381604333;0,717802933583783;0,405052683401549;0,312750250182234
"59";10;4;2,72068663141471;0,752019148262606;0,500686688410864;0,251332459851742
"60";10;3;2,88988184464163;0,63683236904288;0,391652572302201;0,245179796740679
"61";10;4;2,8184526285132;0,746825506044036;0,412766246351303;0,334059259692733
"62";10;5;2,8911205110756;0,777828773533359;0,41288870679483;0,364940066738528
"63";10;3;3,10434897300615;0,566607297605145;0,32877693925172;0,237830358353425
"64";10;4;2,92424623258754;0,719613795507495;0,42780419844377;0,291809597063725
"65";10;4;2,76095300019796;0,709195804651853;0,485489381475233;0,223706423176621
"66";10;3;3,10261998465778;0,57916914037019;0,255664806399628;0,323504333970562
"67";10;4;2,80096867722673;0,708341514932068;0,430819915405567;0,277521599526501
"68";10;3;3,00769126140085;0,626783013946786;0,380082184980961;0,246700828965825
"69";10;4;2,9177625768618;0,700581171369649;0,417919797634832;0,282661373734817
"70";10;4;2,86799093261237;0,695177387996635;0,452033758496577;0,243143629500058
"71";10;4;2,79988258030172;0,748347110476611;0,39968868394635;0,348658426530261
"72";10;4;2,88780640504277;0,697989561985013;0,425031747548662;0,27295781443635
"73";10;4;2,78728358584462;0,766815379343051;0,480855182331116;0,285960197011935
"74";10;4;2,88587419559318;0,693736097702754;0,447993586146976;0,245742511555779
"75";10;4;2,74595233812367;0,709131758802801;0,46593357031259;0,243198188490211
"76";10;4;2,76310931290063;0,72720448258638;0,441717615471345;0,285486867115035
"77";10;4;2,74602734341029;0,717905249106208;0,495547967281396;0,222357281824813
"78";10;5;3,0537034068533;0,796713603879271;0,366579160690468;0,430134443188803
"79";10;5;2,92876139475368;0,747698087021577;0,421245351882629;0,326452735138948
"80";10;4;2,73475228369954;0,702324038566307;0,457282629905437;0,245041408660871
"81";10;4;2,94241393038498;0,76905278793944;0,440982482636086;0,328070305303354
"82";10;4;2,91805690597938;0,708597558850661;0,465903955960514;0,242693602890147
"83";10;3;2,93227381807916;0,60051009244422;0,363556302435604;0,236953790008616
"84";10;4;2,99200003499184;0,747571768242079;0,381146840239758;0,36642492800232
"85";10;4;2,84361187532306;0,71242854611644;0,450140992823364;0,262287553293076
"86";10;3;2,96396006342486;0,622774682516884;0,39211375299141;0,230660929525475
"87";10;4;2,86504746489642;0,727274973431576;0,439798741892146;0,28747623153943
"88";10;4;2,99230343372525;0,712327263121246;0,378795779313056;0,33353148380819
"89";10;4;2,89304995410858;0,728924504732428;0,42063652939492;0,308287975337507
"90";10;6;2,99328226790236;0,814614582071343;0,324407458207681;0,490207123863661
"91";10;4;2,73848952883864;0,740638970856811;0,460145863254435;0,280493107602376
"92";10;4;2,75758911077686;0,698177260786241;0,464320399729807;0,233856861056434
"93";10;4;2,75275961123216;0,666025325467571;0,439907190469228;0,226118134998342
"94";10;4;2,89018681870009;0,748868635526952;0,395488160896067;0,353380474630885
"95";10;4;2,98541959125485;0,649305528455631;0,42755058300114;0,221754945454491
"96";10;4;2,94732545293439;0,690193031925934;0,463625944837892;0,226567087088042
"97";10;4;3,0375846477761;0,752132481599533;0,388710745310697;0,363421736288836
"98";10;4;3,01011286669815;0,701737743404757;0,379187606606505;0,322550136798253
"99";10;4;2,80516341973104;0,728345006917335;0,434085491933906;0,294259514983429
"100";10;4;3,0095897533621;0,682353638750225;0,438865131358196;0,243488507392029
