"";"q";"ncomp";"RMSE";"R2";"Q2";"R2-Q2"
"1";25;2;3,76519494256437;0,586788266825718;0,575757857183975;0,011030409641743
"2";25;2;2,59230536243716;0,848671920373434;0,781952832023087;0,0667190883503469
"3";25;2;2,63457050939927;0,797731681879776;0,798250590900933;-0,000518909021156477
"4";25;2;4,79556914288648;0,315447934867981;0,404558342178896;-0,0891104073109148
"5";25;2;2,61318365933894;0,785982246992713;0,782194726541874;0,00378752045083985
"6";25;2;4,52093708414045;0,469475217060769;0,471507021768335;-0,00203180470756659
"7";25;2;2,66534589482318;0,834154117794358;0,822961562198889;0,0111925555954682
"8";25;2;4,59452164443698;0,450622041156625;0,389613298756037;0,0610087424005876
"9";25;2;2,5780489498401;0,809940131742293;0,802633690306902;0,00730644143539028
"10";25;2;4,53679075970202;0,434412492091178;0,429923188321289;0,00448930376988887
"11";25;2;2,6337602864494;0,826657843997507;0,796889337491906;0,0297685065056014
"12";25;2;2,66910712644819;0,835135507018377;0,797938130675787;0,0371973763425898
"13";25;2;4,72653144291381;0,407835439448507;0,348974357484982;0,0588610819635251
"14";25;2;2,71362729220545;0,818343357771948;0,801264317650921;0,017079040121027
"15";25;2;2,58394925619968;0,833019480277386;0,833139392087971;-0,000119911810584905
"16";25;2;2,62125269940577;0,837159119338626;0,80702678498967;0,0301323343489557
"17";25;2;2,62391843267497;0,827255466103213;0,812694504497566;0,0145609616056465
"18";25;2;2,6318056973186;0,827244861810827;0,800389290593365;0,0268555712174623
"19";25;2;2,73645076089666;0,814494461394443;0,795405764733753;0,0190886966606899
"20";25;2;2,63808302803605;0,813768545142367;0,816635510105927;-0,00286696496355976
"21";25;2;2,66930017146895;0,820743351483305;0,778200943716634;0,042542407766671
"22";25;2;2,69715952782303;0,798772487533013;0,811559163659887;-0,0127866761268741
"23";25;2;4,09029960631759;0,594336046389108;0,534545027581257;0,0597910188078511
"24";25;2;2,63470448453225;0,841850296464624;0,788188117477902;0,053662178986722
"25";25;2;2,57658108310004;0,842563837122794;0,81160781762384;0,0309560194989541
"26";25;2;2,66468066437694;0,827880828168284;0,795768542240887;0,0321122859273969
"27";25;2;3,62583792104537;0,684219040127782;0,682079175368018;0,0021398647597648
"28";25;2;2,60867513679396;0,797786419027896;0,793962602681534;0,00382381634636253
"29";25;2;4,50386976676613;0,388122668195208;0,3933934397903;-0,00527077159509204
"30";25;2;4,79941220367069;0,301165749858684;0,317476488774803;-0,0163107389161186
"31";25;2;4,63356053572753;0,448693318292581;0,433381942803925;0,0153113754886555
"32";25;2;2,63870230007963;0,764310096837039;0,806798390826939;-0,0424882939898992
"33";25;2;4,60857317652277;0,388907178016164;0,406011781933893;-0,0171046039177287
"34";25;2;2,58398219082107;0,835093897957329;0,827949764789648;0,00714413316768125
"35";25;2;4,16135661318284;0,574471354810653;0,554542974062117;0,0199283807485354
"36";25;2;4,54339861897604;0,473562930148884;0,499363054108031;-0,0258001239591478
"37";25;2;2,62347094589242;0,838281917698146;0,816816516209987;0,0214654014881598
"38";25;2;4,64068390687297;0,445739888775193;0,398824514007919;0,0469153747672736
"39";25;2;5,06496129079267;0,39484164830857;0,348531525953669;0,0463101223549016
"40";25;2;2,57623571745702;0,803851114256842;0,825498329847361;-0,0216472155905191
"41";25;2;3,83266528786715;0,58074531609989;0,598623259077831;-0,0178779429779418
"42";25;2;2,58397313836964;0,793425088200436;0,81936254529511;-0,0259374570946741
"43";25;2;5,11376149029361;0,399372537350479;0,393144542978328;0,0062279943721506
