"";"p";"ncomp";"rmse";"R2";"Q2";"R2-Q2"
"1";1000;2;3,65430789844154;0,263873362066731;0,2155342504316;0,0483391116351308
"2";1000;3;3,77112196314479;0,369227083097286;0,124111704739484;0,245115378357802
"3";1000;3;3,46209908682016;0,421217323897466;0,337919369775869;0,0832979541215974
"4";1000;2;3,6632415330117;0,286758784604559;0,242180975042617;0,0445778095619416
"5";1000;2;3,60450483833805;0,315584950771315;0,195129657378192;0,120455293393123
"6";1000;2;3,24329144596765;0,252398293868459;0,324239862552344;-0,0718415686838856
"7";1000;2;3,44351691782985;0,350128729099403;0,259386145899012;0,0907425832003903
"8";1000;3;3,3384409045659;0,50215479906087;0,28844258948483;0,213712209576041
"9";1000;3;3,44466234125137;0,425932661490676;0,303103817224194;0,122828844266482
"10";1000;2;3,5457048242888;0,351170372288;0,284625312909813;0,0665450593781873
"11";1000;3;3,43602817345962;0,45420161709384;0,266255615155825;0,187946001938015
"12";1000;2;3,24535191652501;0,320595865826761;0,248005672035721;0,07259019379104
"13";1000;3;3,19537885337758;0,373464999440167;0,285956377295764;0,0875086221444028
"14";1000;2;3,70340967616242;0,350846514077279;0,245108018574445;0,105738495502835
"15";1000;3;3,62348038733074;0,429594373721749;0,27541667143584;0,154177702285909
"16";1000;2;3,55760514578139;0,282027473429027;0,259957911987608;0,0220695614414194
"17";1000;2;3,740415349181;0,298043581126805;0,13301082828596;0,165032752840845
"18";1000;1;3,5119298752588;0,267324721643005;0,194331360993563;0,0729933606494422
"19";1000;4;3,5548516214584;0,543028924349798;0,326270676878494;0,216758247471305
"20";1000;2;3,59634484637487;0,326802152176154;0,229321719541741;0,0974804326344132
"21";1000;3;3,67371123331409;0,337383508627579;0,261993795653101;0,0753897129744784
"22";1000;3;3,62236120452693;0,419542413654237;0,285212273965373;0,134330139688864
"23";1000;3;3,44842329575575;0,396368048669446;0,218456985504843;0,177911063164603
"24";1000;2;3,55135215354857;0,324559140495119;0,197396004622943;0,127163135872175
"25";1000;5;3,21187937552393;0,551130164843451;0,356902137387674;0,194228027455777
"26";1000;2;3,73430209821761;0,365197325370251;0,19084357024486;0,174353755125391
"27";1000;2;3,52882792876827;0,232296048109605;0,190894966996103;0,041401081113502
"28";1000;2;3,59035002975105;0,3625729588999;0,222490273332699;0,140082685567201
"29";1000;2;3,61137148539823;0,368425879962893;0,179383213193474;0,189042666769418
"30";1000;2;3,55748569831831;0,335155002286532;0,256547313070486;0,0786076892160461
"31";1000;2;3,74287008404473;0,254247319184145;0,167762043834183;0,0864852753499623
"32";1000;1;3,84451936434191;0,176951600814121;0,103011710911337;0,0739398899027837
"33";1000;3;3,48300203392977;0,4453969874878;0,205704233803797;0,239692753684003
"34";1000;2;3,65328772418246;0,326002475414141;0,208193669880003;0,117808805534138
"35";1000;5;3,33272949137608;0,628809480614999;0,272165929404755;0,356643551210244
"36";1000;3;3,46278280174764;0,405052461317999;0,274241183738065;0,130811277579934
"37";1000;2;3,50429595448543;0,274650019205097;0,225313361661059;0,0493366575440376
"38";1000;2;3,67887351243945;0,2353421798261;0,250668367201485;-0,0153261873753858
"39";1000;2;3,64577314739102;0,31797894322587;0,243396230830822;0,0745827123950473
"40";1000;4;3,40905690662739;0,479015416409129;0,29169829755867;0,18731711885046
"41";1000;3;3,37083404418546;0,403471101994492;0,308536842868378;0,0949342591261139
"42";1000;2;3,77769769138885;0,336745887639649;0,179635085037878;0,157110802601771
"43";1000;2;3,62475473290794;0,329577883270664;0,226291002870146;0,103286880400518
"44";1000;5;3,36887695428439;0,557801168360608;0,274457715629385;0,283343452731223
"45";1000;3;3,45956785105174;0,459681614952332;0,309890694247085;0,149790920705247
"46";1000;3;3,58589982707887;0,394772861716781;0,229227024684668;0,165545837032113
"47";1000;3;3,5103259087206;0,392070422172739;0,237847432371717;0,154222989801022
"48";1000;2;3,62628445364635;0,342549525496511;0,189011740827459;0,153537784669052
"49";1000;3;3,7747489235909;0,389135566061091;0,186486277008802;0,202649289052289
"50";1000;3;3,50615971130484;0,420313393535637;0,290396293915829;0,129917099619808
"51";1000;3;3,44404039799142;0,415546936257296;0,245373293476648;0,170173642780649
"52";1000;2;3,43364282440372;0,337473039122028;0,225948856174388;0,11152418294764
"53";1000;3;3,51036272347665;0,389646730235265;0,325907067900954;0,0637396623343108
"54";1000;3;3,4117959418677;0,538050392853865;0,276291721166942;0,261758671686922
"55";1000;3;3,25782815699073;0,402712530353834;0,313351658560333;0,0893608717935015
"56";1000;2;3,54737774220067;0,24701523839062;0,243101672561256;0,00391356582936397
"57";1000;2;3,4647222884412;0,331176234832309;0,319368123505734;0,0118081113265752
