"";"q";"ncomp";"RMSE";"R2";"Q2";"R2-Q2"
"1";25;3;3,3101694722532;0,812368496827853;0,709696391614926;0,102672105212927
"2";25;3;3,25410407431775;0,816630153180496;0,694184979991649;0,122445173188848
"3";25;3;2,99667919738278;0,823754374500985;0,750410338912939;0,0733440355880466
"4";25;3;3,15702445322848;0,811463306283196;0,704976405095965;0,106486901187232
"5";25;3;3,12488552535998;0,817231234255374;0,750032294720596;0,0671989395347782
"6";25;3;3,22507106032457;0,791128695833802;0,734449230771209;0,0566794650625928
"7";25;3;3,12180007813122;0,796343227091826;0,763791498570191;0,0325517285216351
"8";25;3;3,05964890582902;0,81105536938808;0,728781708627607;0,0822736607604735
"9";25;3;3,0465632810504;0,82639859028088;0,693448123355863;0,132950466925017
"10";25;3;3,29681136595004;0,812726005120871;0,6892397867329;0,123486218387971
"11";25;3;3,48223196678898;0,835852163225407;0,686789216659185;0,149062946566223
"12";25;3;3,16835194805261;0,830891993715001;0,712492465440677;0,118399528274324
"13";25;3;3,19048941076254;0,857434521762127;0,72930448857359;0,128130033188536
"14";25;2;3,35591679123025;0,773258269443925;0,723246129315346;0,0500121401285798
"15";25;3;3,14749556063403;0,828317052576878;0,762796479220373;0,0655205733565047
"16";25;3;3,21752826106622;0,814834216064195;0,739062729457739;0,0757714866064558
"17";25;3;3,13865346358537;0,809141763818212;0,718204317637472;0,0909374461807396
"18";25;3;3,12350580745545;0,833800501507337;0,710417142014104;0,123383359493234
"19";25;3;3,17347298528797;0,811262256078313;0,70665081835389;0,104611437724423
"20";25;3;3,13833195070694;0,842701521915898;0,742044723689016;0,100656798226883
"21";25;3;3,08859688649166;0,796925368337767;0,756117904021517;0,0408074643162505
"22";25;2;3,17762505328792;0,747328783239111;0,735225668405983;0,0121031148331279
"23";25;3;3,1826239968074;0,78202134862552;0,737795309992167;0,0442260386333536
"24";25;3;3,10011222914881;0,861638903702391;0,746011043423524;0,115627860278867
"25";25;3;3,27067420601091;0,81630692485594;0,727907100928076;0,0883998239278645
"26";25;3;3,02912214602585;0,833090276373764;0,760814442585655;0,0722758337881089
"27";25;3;3,33843084326689;0,871849208640446;0,656787398832064;0,215061809808383
"28";25;3;3,05420441608054;0,822934847936492;0,737693248816999;0,085241599119492
"29";25;3;3,29195939622378;0,83768809419632;0,715733414136908;0,121954680059412
"30";25;3;3,01245026506;0,826039577193993;0,705852692413243;0,12018688478075
"31";25;3;3,10676995209117;0,842048387220774;0,730608394528117;0,111439992692657
"32";25;3;3,27526517303406;0,768146123553518;0,702166466967738;0,0659796565857799
"33";25;3;3,31131073046127;0,808478810502617;0,735611219859745;0,0728675906428722
"34";25;3;3,28710774876851;0,839005386300403;0,718882407131412;0,120122979168991
"35";25;2;3,22452476136598;0,795482232213971;0,696664781635704;0,0988174505782664
"36";25;3;3,14134609190956;0,829947420769604;0,702485641971743;0,12746177879786
"37";25;3;3,16509357915158;0,801467575356574;0,732979163418654;0,0684884119379209
"38";25;3;3,23612387980374;0,825805533612876;0,692242437177689;0,133563096435187
"39";25;3;3,23370528169685;0,793996654921531;0,706229454364142;0,0877672005573892
"40";25;3;3,17928275276933;0,815380392369042;0,738047926388084;0,0773324659809581
"41";25;3;3,16653363542179;0,794778289879422;0,731192146030076;0,0635861438493461
"42";25;3;3,17301830880986;0,783327442354496;0,707119498643075;0,0762079437114214
"43";25;3;3,14859413980062;0,799580454352833;0,729499649483201;0,0700808048696326
"44";25;3;3,06459552253743;0,821720666287376;0,707002016924762;0,114718649362615
"45";25;3;3,1355828073205;0,850257072193933;0,713750591532883;0,136506480661049
"46";25;3;3,04379027114044;0,831988614501715;0,737125040044695;0,0948635744570201
"47";25;3;3,03722376396775;0,792908410902542;0,713967689338035;0,078940721564507
"48";25;3;3,29737784110249;0,821445420743823;0,716640479304303;0,104804941439521
"49";25;3;2,98566180276051;0,815693621161962;0,74374662283406;0,0719469983279025
"50";25;3;3,05920081567255;0,831767737929968;0,740028427594226;0,0917393103357422
"51";25;3;3,2076853115411;0,821439527687382;0,737516494894155;0,0839230327932268
"52";25;3;3,21068536768356;0,774316799262577;0,694471282934572;0,0798455163280054
"53";25;3;3,40115774923134;0,846334009161071;0,721520618302705;0,124813390858366
"54";25;3;3,18829773930005;0,809722355388261;0,691927033388376;0,117795321999885
"55";25;3;3,07180998071412;0,806424241927446;0,732017708695865;0,0744065332315816
"56";25;3;3,07737785900632;0,795547174937829;0,709674306426022;0,0858728685118071
"57";25;3;3,35513788264237;0,803816058582233;0,681550735980985;0,122265322601248
"58";25;3;3,08183584768476;0,838121465247068;0,726027187864118;0,11209427738295
"59";25;3;3,06909231530696;0,831419947295683;0,77691891601379;0,0545010312818928
"60";25;3;3,31128896157954;0,836780637875837;0,68212785729247;0,154652780583367
"61";25;3;3,18368727927556;0,857932377543996;0,739921598318258;0,118010779225738
"62";25;3;3,1185251929236;0,826864668997873;0,6990316309198;0,127833038078073
"63";25;3;3,24295102350464;0,847370280206104;0,710970966701657;0,136399313504448
"64";25;3;3,22648072282498;0,841670830579176;0,685036794703712;0,156634035875464
"65";25;3;3,04012073427111;0,781592304657694;0,70784510057859;0,0737472040791046
"66";25;3;3,10742149040397;0,833754211639535;0,685023487788224;0,14873072385131
"67";25;3;3,29597880428826;0,786651910401472;0,694330181577637;0,0923217288238356
"68";25;3;3,42149226826445;0,805186874297697;0,708352157880871;0,0968347164168258
"69";25;3;3,29744953604696;0,816897468153297;0,693234030975308;0,12366343717799
"70";25;3;3,13605239909651;0,841200225152862;0,725868776205429;0,115331448947433
"71";25;3;3,37640233964541;0,824097110484497;0,70270542019183;0,121391690292667
"72";25;3;3,09573546638169;0,823396128934589;0,703276050997079;0,12012007793751
"73";25;3;3,09600495763306;0,820641756669531;0,739935129906956;0,0807066267625749
"74";25;2;3,23392856373352;0,78269455892146;0,672812204072645;0,109882354848815
"75";25;3;3,11445954148454;0,77917275811794;0,688266518903787;0,0909062392141528
"76";25;3;3,14451245722257;0,781275094006067;0,670180638824504;0,111094455181563
"77";25;3;3,14918324425575;0,831817044885135;0,714760484866053;0,117056560019082
"78";25;3;3,45650765548872;0,834045669460765;0,624145720745362;0,209899948715402
"79";25;3;3,29268182630489;0,807734174578291;0,741068393438267;0,0666657811400239
"80";25;3;3,13184304387271;0,830231467873465;0,729472278596784;0,10075918927668
"81";25;3;3,24231982630015;0,833824811100223;0,703562285166804;0,130262525933419
"82";25;3;3,21986877735179;0,845090573130225;0,710480001907775;0,13461057122245
"83";25;3;3,29205584074589;0,79553028769835;0,687659714802021;0,107870572896329
"84";25;3;3,2177641708074;0,775956850398299;0,685220019158161;0,0907368312401373
"85";25;3;3,24267797854532;0,809477454244576;0,702080202564643;0,107397251679933
"86";25;3;3,20730162809421;0,812806902231678;0,712795019358536;0,100011882873141
"87";25;3;3,36793406141722;0,784744767434294;0,706779716126853;0,0779650513074415
"88";25;3;3,23437261454849;0,829675293839923;0,702435083027944;0,12724021081198
"89";25;3;3,20325800594739;0,840905232798081;0,72556104805654;0,115344184741541
"90";25;3;3,04532815930051;0,834249680361583;0,695741374888394;0,138508305473189
"91";25;3;3,08449554563878;0,827722393736499;0,73324498858236;0,0944774051541392
"92";25;3;2,99233773188173;0,789327150170162;0,728222344143404;0,0611048060267581
"93";25;3;3,26587060568908;0,814320453039368;0,719870354777417;0,0944500982619512
"94";25;3;3,23902719006014;0,823038983504224;0,709964983171168;0,113074000333055
"95";25;3;3,19054279252932;0,801233033195891;0,706480779813864;0,0947522533820278
"96";25;3;3,00327901406026;0,818812560601476;0,72932393662857;0,0894886239729067
"97";25;3;3,15960264319079;0,85467883407171;0,716254499616245;0,138424334455465
"98";25;3;3,32363062816882;0,839842506619165;0,701119700398621;0,138722806220544
"99";25;3;3,12051769306201;0,828425402251889;0,738402554271677;0,0900228479802127
"100";25;3;3,32930953323369;0,804501507933287;0,711114015900132;0,0933874920331546
