"";"p";"ncomp";"rmse";"R2";"Q2";"R2-Q2"
"1";1000;2;3,4485477265531;0,267650142922163;0,212948852607782;0,054701290314381
"2";1000;2;3,59576662215107;0,365609171234092;0,217255794862056;0,148353376372036
"3";1000;3;3,44117088460934;0,413852028430248;0,346243459447106;0,0676085689831415
"4";1000;4;3,36207815724738;0,696065853038897;0,343124003901702;0,352941849137195
"5";1000;2;3,79953636911257;0,232561603026663;0,203836594538757;0,0287250084879063
"6";1000;3;3,60573954798599;0,429687091178478;0,235846627089433;0,193840464089045
"7";1000;3;3,52570731518446;0,6135525407901;0,299254987730738;0,314297553059362
"8";1000;4;3,27173783005772;0,645885231800177;0,333854342880741;0,312030888919436
"9";1000;5;3,206944569962;0,768405427636418;0,372006262014073;0,396399165622345
"10";1000;2;3,54835955427787;0,432497077983909;0,258501865870614;0,173995212113295
"11";1000;5;3,45014378469586;0,656118042088124;0,296995718745156;0,359122323342968
"12";1000;3;3,65274579710035;0,468275269054557;0,154045592769019;0,314229676285538
"13";1000;3;3,3996941139731;0,495032561190592;0,328191350850849;0,166841210339743
"14";1000;2;3,49915299362114;0,321090059362326;0,246295325485496;0,0747947338768306
"15";1000;3;3,22533603347446;0,437802990459756;0,292333819850885;0,145469170608871
"16";1000;2;3,60819301638467;0,335672483697234;0,293453182096054;0,0422193016011803
"17";1000;3;3,66994624334274;0,489730779429734;0,160340579236909;0,329390200192825
"18";1000;3;3,36637469211207;0,473354700372514;0,281604237102867;0,191750463269647
"19";1000;2;3,52986731319994;0,391805835720674;0,25454242573655;0,137263409984124
"20";1000;4;3,33573704052165;0,60867461416018;0,3068999247373;0,301774689422879
"21";1000;4;3,27379447170521;0,605286099402986;0,380040089047389;0,225246010355597
"22";1000;3;3,6145223132961;0,467454648714258;0,315413273512188;0,152041375202069
"23";1000;2;3,35147378471144;0,302246231624184;0,333571036896529;-0,0313248052723449
"24";1000;2;3,49515933535587;0,284064719917179;0,252375457443803;0,031689262473376
"25";1000;2;3,75634916694369;0,262685800908734;0,211705962774861;0,0509798381338729
