"";"p";"ncomp";"RMSE";"R2";"Q2";"R2-Q2"
"1";500;5;3,20189441140524;0,611184746452947;0,3243104704048;0,286874276048147
"2";500;2;3,56971986906564;0,262426456660304;0,230564490663946;0,0318619659963575
"3";500;2;3,48105053675109;0,29983464244824;0,175434576163675;0,124400066284565
"4";500;2;3,56479501826994;0,337861516811984;0,18472589078357;0,153135626028414
"5";500;3;3,41755173002613;0,379749071972686;0,294234835574859;0,0855142363978274
"6";500;4;3,16639316955724;0,503440501969798;0,383489943154974;0,119950558814824
"7";500;2;3,55147207106665;0,259197960659984;0,202108876419349;0,0570890842406353
"8";500;3;3,30280980675442;0,366309328408331;0,357577609667998;0,00873171874033285
"9";500;2;3,81314159270683;0,22039096724789;0,132350371093005;0,0880405961548849
"10";500;3;3,60177548779164;0,459536270047483;0,239082266575166;0,220454003472316
"11";500;3;3,3511479029648;0,411890280876545;0,348370539745981;0,0635197411305634
"12";500;5;3,33311060522755;0,631286940610165;0,380242576778925;0,251044363831241
"13";500;3;3,57144635453554;0,423383909820038;0,309842142260204;0,113541767559834
"14";500;2;3,57877370534078;0,234513636261101;0,11948068653732;0,115032949723782
"15";500;2;3,56010060376985;0,257083125957266;0,184522358155657;0,0725607678016096
"16";500;4;3,3685842285709;0,524709506013475;0,340459255825378;0,184250250188098
"17";500;2;3,70744577559325;0,301367883032358;0,209613456445239;0,091754426587119
"18";500;3;3,48611365704369;0,39306811139036;0,287323786693024;0,105744324697336
"19";500;2;3,70252827117344;0,341254158214793;0,256390902974668;0,0848632552401252
"20";500;2;3,83305570646183;0,297636331833835;0,146614124893036;0,151022206940799
"21";500;2;3,83305590671735;0,314285172248497;0,0998787924683241;0,214406379780173
"22";500;2;3,73581549018212;0,3020775513717;0,237138091000893;0,064939460370807
"23";500;2;3,61655785418183;0,254349865457206;0,181360810317612;0,0729890551395936
"24";500;2;3,57518356224459;0,334978779016071;0,245986347043189;0,0889924319728814
